Review_Date,Author,Rating,Review_Title,Review,Review_Url
35,3 January 2016,ironhorse_iv,8, Warrior is on a Warpath! What an awesome movie! It was a knockout!,"This amazing family drama movie from 2011 made megastars out of then-unknown actors, Joel Edgerton and Tom Hardy. Both really put great performances in and out of the ring. Both really took a beaten, to make the cage fighting seem real. Edgerton suffer from a torn MCL, while Tom Hardy suffered a broken toe, broken ribs, and a broken finger. It takes a lot of guts just to do that. Not only does Joel Edgerton and Tom Hardy, make very brutality and believable gritty fights, but I love how both were able to touch the heart-strings as well. The intensity from both of them, made this movie, very entertaining. Directed by Gavin O'Connor, the movie tells the stories of two estranged brothers, Troubled Iraq vet, Tommy Conlon (Tom Hardy) & unemployed and indebt teacher, Brendan Conlon (Joel Edgerton) who enter a Mixed Martial Arts tournament to compete with each other, for their own good moral reasons. Who is going to win? Watch the movie to find out! Without spoiling the movie, too much, I love the fact, that the movie doesn't make, a bad seed out of Tommy or Brendan. Both characters have their faults, and their good side. However, I do believe that their one-dimensional fighting styles, don't really match up with their personality. Don't get me wrong, it's cool to see, Tom Hardy all buff out and knocking people out, with his striking ability, but it makes little to no sense in the context of the character's history. After all, wasn't this man once a former wrestling prodigy? Wouldn't he be, doing more takes down, and arm holds than his brother, Brendan!? I don't get it! Another problem with the film is the huge gaps in logic within the story structure. A good example is how Tommy even got back to the US, if he supposedly went AWOL in Iraq. You would think, that wouldn't be easy. Another problem with the film is how the film, has no epilogue, so we never see the repercussions of Tommy's desertion nor find out what becomes of the family he promised to support. What happen to them!? Brendan's story arch isn't any better. Brendan being forced into fighting by economic reasons, to supplement his income is bit of a joke. It doesn't make any sense, since most amateur fighters make little to no money at all. Most of them, pursuit this dangerous career, because it's their dream job. Brendan had no reason to go back into fighting; after all, he was a physic teacher! Colleges would pay, good money for his teaching ability. Brendan's main flaw is his pride. His absolute refusal to file for bankruptcy or move to a smaller house, even though his wife, Tess (Jennifer Morrison) would rather take that option than watch him risk his life in the ring is be too selfish than inspiring to watch. I know, that Brendan Conlon was based off, real-life math teacher turn UFC fighter, Rich Franklin, but unlike Brendan in the film, Franklin went from teaching math to fighting, because his love for the sport, not economic reason. In my opinion, it would make more sense that Brendan went back into fighting, because that's what he wanted to do; not because he had to. Another thing that seem a bit illogically in the film is how both men whom seem, a bit amateurism in their fighting records, were able to get into the Sparta winner-takes-all competition at all. You would think, that a high-profile, winner-takes-all competition with a $5 million purse would be fill with more season trained fighters than amateur fighters. The mixer of amateurs with mostly unsanctioned fighting records with pro-fighters seem a bit too jarring to be taken seriously. It's like if Daniel LaRusso from 1984's Karate Kid was against Martial Arts Master, Bruce Lee. It's kinda unbelievable to see that ever happening in real life. Although the competition action sequences takes itself pretty realistically; there were too many terrible calls from the ref and judges to make any the fights in this film, seem 100% realistic in real fighting accuracy. I give the movie, more like 75% in that. Still, the idea that a MMA sport event is a brutal blood sport where competitors are able to continue to fight with a broken arm is also a highly doubtful probability. I know that it was played up for dramatic effect, but in reality, getting your arm broken would result in an immediate stoppage, no matter how much you want to continue fighting. While, I have to say, the performances in the ring were really great, despite some flaws, I have to say, that the performances out of the ring, were a little better. Most of the best parts in the film, are the interactions between the family members. The movie deals with some weighty mature content that most people might find, a little too uneasily, to watch. The conflicted relationship between fathers and sons, the estrangement of brothers, PTSD, alcoholism, inferiority, abandonment issues and family debts are all melodrama clichés used at its best. Nick Nolte as the boys' father, Paddy, a retired, recovering alcoholic boxer is outstanding. I was really glad, he was nominated for an Academy Award for Best Supporting Actor, for this role, that year. His recovery and his will to redeem himself, made for a very inspiring side story. Another great part of this film is the soundtrack by Mark Isham. The track 'Listening to the Beethoven', is amazing. Not only that, but the music that came along with it, such as the band, the Natural's song 'About Today"" was gripping to hear. Overall: This underdog emotional fighting story was a major hit for me. Tons of manly tears from me. A great inspiring punch, to knock some sense in you, if you're feeling out of the fight. A must-watch.",
36,22 October 2014,juneebuggy,10, One of the best movies I've seen in a long time,"I'm not even an MMA fan but I was totally engrossed in this and even moved to tears more than once. Heartbreaking and compelling, I guess you could say the story is also somewhat predictable (we've seen similar done in other sports themed movies before) its even far fetched, especially when it comes to the schoolteachers storyline, but the thing is, it just doesn't matter because it's such a great movie.",
37,6 September 2011,silentslayerkris,9, Best Sports Movie this year. One of the greatest fighting movie of all time,"Over the past few years we've been receiving quite a lump sum of MMA movies due to the rise of the sport. But movies like Never back down, and fighting just doesn't cut it with their cliché man against man rivalry, with their over the top inaccurate MMA-like action. Then there came Warrior. Was it just another MMA movie with over the top hardcore action? Well lets find out.",
38,27 August 2021,jack_o_hasanov_imdb,8, Very Good,"Performances are very good. I wasn't expecting such a good movie. Watch it, you won't regret it.",
39,11 March 2012,ctarheel-315-535986,10, Amazing,"The official trailer itself is a little bit of a spoiler. I didn't even have an IMDb account and made one just to rate this movie. One of the best iv ever seen. First movie iv ever cried during, and i cried twice lol. Whether your a guy who likes fighting movies or a girl who doesn't know what MMA stands for, this movie will blow you away. Seriously, I don't know how anyone could watch this and think it wasn't at the very least, a Very Good movie. It kept me on the edge of my seat, and its also more realistic the most fighting movies. Watching rocky and most box office fighting films, there tends to be over-dramatized punching noises and the boxers seem to fight without attempting to guard themselves. Aside from the realistic fight however, is a very emotional drama which is sure to move anyone who pays attention to the film.",
40,29 January 2021,jonmcneill-13635,10," ""If you don't knock him out , you don't have a home""","10/10 , most underrated movie, portrays the struggles of a broken family , joined together by violence in order to bring peace and forgiveness",
41,13 May 2021,amirma-78982,8, Good fight movie,An amazing fight movie with a great acting performance by overall connected a good story.,
42,15 January 2015,seniorbayir,10, A Perfect Father/Son(s) Drama,"It's the third time I watch it, and still one of the best father/son dramas ever filmed. A disloyal father, and irresponsible big brother, a family is torn apart in the past. Tommy, the smaller son, abhors both and after some years they come together in a martial arts tournament to win the grand prize. Both sons have their own reason to fight, and they both want to win with all costs seized.",
43,4 August 2012,Radu_A,1, well if this isn't the American Nightmare,"OK, actually this is a decent sports drama, and I would rate it 6.5-7 if it wasn't for an utterly horrifying plot element that seems to have escaped most people: The main hero of the story is forced into foreclosure of his home by an arrogant banker who weaseled him into his loan in the first place, and now refuses to extend it. His only way out is to participate in a no-holds-barred fight tournament organized and financed by - an arrogant Wall Street banker! Just how sick is that? The people who force ordinary Americans into bankruptcy get the additional kick of watching said Americans get their heads bashed in - and be grateful for the wads of cash they may receive if they make it. Exactly like 'Hunger Games', only there it's criticized and in a SciFi setting, whereas 'Warrior' glorifies this state of things and is set in the present day! Almost as if the US today were some sort of Ancient Rome, where the impoverished should be thankful for their chance to prove their merit in the arena like the gladiators of yore.",
44,31 December 2019,sniffynixon-33443,8, Ludicrous plot but great performances,"Warrior is one of the better fighting movies put to celluloid, but like it's other better known relatives it suffers from ludicrous plotting. Nevertheless if you can look beyond the unlikeliness, there is a very entertaining film simmering underneath underpinned by some truly brilliant performances by all three of the leads. Egerton in particular is brilliant as the the elder brother trying to hold his family together. So is Hardy as the younger brother dealing with some serious issues caused by his abusive alcoholic father and the impace that had on his childhood. The fight scenes are also very well chereographed so if you are interested in fighting then this film comes highly recommended.",
